ImageName,PredX,PredY,GT_X_512,GT_Y_512,Error_px,Success
IDRiD_033,264,259,78.6865671641791,209.258426966292,191.873115566679,0
IDRiD_095,288,201,363.223880597015,338.696629213483,156.904410100001,0
IDRiD_102,271,292,118.44776119403,273.258426966292,153.69916110536,0
IDRiD_072,254,235,369.910447761194,320.359550561798,143.949591080741,0
IDRiD_037,301,188,395.462686567164,290.696629213483,139.534213744508,0
IDRiD_061,303,187,395.940298507463,283.325842696629,133.85278128553,0
IDRiD_067,313,198,378.029850746269,301.483146067416,122.219650662617,0
IDRiD_036,324,225,366.328358208955,282.786516853933,71.6307995123289,0
IDRiD_042,322,215,348.89552238806,275.955056179775,66.6249802882236,0
IDRiD_085,335,232,367.641791044776,289.438202247191,66.0653736839507,0
IDRiD_020,315,266,350.208955223881,321.078651685393,65.370699854278,0
IDRiD_004,296,222,344,257.078651685393,59.4517603109037,0
IDRiD_063,318,215,337.313432835821,265.887640449438,54.4294096827723,0
IDRiD_101,314,265,346.268656716418,304.898876404494,51.3145841318347,0
IDRiD_028,306,256,355.223880597015,244.314606741573,50.5918850867733,0
IDRiD_083,312,217,331.940298507463,261.213483146067,48.5020370342762,0
IDRiD_022,348,198,374.44776119403,238.202247191011,48.1217700358538,0
IDRiD_070,310,225,331.940298507463,265.168539325843,45.7699492043452,0
IDRiD_035,323,270,339.940298507463,311.730337078652,45.0377036073092,0
IDRiD_054,325,213,340.417910447761,253.123595505618,42.9838909229217,0
IDRiD_025,325,240,348.89552238806,265.887640449438,35.2301847601975,1
IDRiD_064,321,273,328.358208955224,243.595505617978,30.3111782827908,1
IDRiD_084,129,275,127.402985074627,245.573033707865,29.4702697956823,1
IDRiD_032,345,246,351.164179104478,273.977528089888,28.6485458976984,1
IDRiD_027,353,225,371.701492537313,246.292134831461,28.3390336603824,1
IDRiD_056,325,222,347.10447761194,239.640449438202,28.2806185731242,1
IDRiD_074,120,263,118.44776119403,289.438202247191,26.4837305411102,1
IDRiD_062,115,239,105.55223880597,215.370786516854,25.4479846237675,1
IDRiD_081,102,241,87.1641791044776,220.76404494382,25.0917408459387,1
IDRiD_043,307,229,318.44776119403,207.280898876404,24.5513867219859,1
IDRiD_047,123,231,117.970149253731,209.977528089888,21.6158211442731,1
IDRiD_100,114,246,109.014925373134,229.393258426966,17.3388244904015,1
IDRiD_057,97,235,85.8507462686567,248.269662921348,17.3317573492153,1
IDRiD_034,118,203,113.55223880597,187.685393258427,15.9474060363481,1
IDRiD_018,74,231,62.089552238806,240.898876404494,15.4869790451071,1
IDRiD_049,377,281,381.970149253731,295.550561797753,15.3759953250054,1
IDRiD_103,331,280,335.044776119403,294.831460674157,15.3731076749357,1
IDRiD_077,355,281,356.537313432836,295.550561797753,14.6315474650154,1
IDRiD_087,350,217,360.597014925373,226.696629213483,14.3638902610802,1
IDRiD_046,372,235,384.716417910448,240.898876404494,14.0179894174827,1
IDRiD_015,363,254,367.283582089552,266.606741573034,13.3146163522344,1
IDRiD_010,343,288,352,297.52808988764,13.1066584950916,1
IDRiD_088,337,278,346.626865671642,285.483146067416,12.1931955502286,1
IDRiD_068,385,251,394.149253731343,258.516853932584,11.8411121472734,1
IDRiD_076,89,245,84.4179104477612,255.820224719101,11.7504386146468,1
IDRiD_006,350,259,353.791044776119,269.842696629213,11.4863436605257,1
IDRiD_094,108,250,99.7014925373134,257.797752808989,11.3872812812522,1
IDRiD_073,105,265,96.1194029850746,271.280898876404,10.8772558137207,1
IDRiD_097,379,263,380.65671641791,273.258426966292,10.391344143667,1
IDRiD_052,115,244,105.55223880597,247.730337078652,10.1575393821427,1
IDRiD_003,131,257,131.462686567164,247.011235955056,9.99947428643109,1
IDRiD_017,385,244,392.358208955224,237.483146067416,9.82917210182911,1
IDRiD_082,378,272,382.44776119403,280.629213483146,9.70803301275944,1
IDRiD_039,335,311,341.253731343284,318.38202247191,9.67488560602929,1
IDRiD_005,331,206,339.10447761194,211.23595505618,9.64871922654898,1
IDRiD_065,316,245,324.776119402985,248.988764044944,9.64004721885153,1
IDRiD_080,120,238,116.65671641791,247.011235955056,9.61144726604515,1
IDRiD_016,379,233,386.985074626866,238.202247191011,9.53020422829425,1
IDRiD_009,380,280,386.985074626866,286.022471910112,9.2228756606047,1
IDRiD_058,328,241,335.522388059701,246.292134831461,9.19744601479664,1
IDRiD_091,372,227,378.388059701493,233.52808988764,9.13363368714479,1
IDRiD_066,100,239,95.6417910447761,247.011235955056,9.11997186536113,1
IDRiD_011,113,248,104.119402985075,248.988764044944,8.93547187775078,1
IDRiD_092,102,255,93.8507462686567,258.516853932584,8.87573084094744,1
IDRiD_069,122,316,116.65671641791,323.056179775281,8.85100855607489,1
IDRiD_079,120,262,111.283582089552,260.494382022472,8.84549753738196,1
IDRiD_030,133,260,128.716417910448,252.404494382022,8.72013653050575,1
IDRiD_071,159,254,159.641791044776,262.47191011236,8.49618483185567,1
IDRiD_031,127,240,124.776119402985,232.089887640449,8.21678297452805,1
IDRiD_014,98,286,97.4328358208955,294.112359550562,8.13216162429464,1
IDRiD_075,129,249,122.029850746269,253.123595505618,8.09858138893747,1
IDRiD_098,110,247,102.328358208955,248.988764044944,7.92522997751901,1
IDRiD_024,115,202,107.701492537313,204.584269662921,7.7425229010696,1
IDRiD_055,81,289,77.2537313432836,295.550561797753,7.54615058917287,1
IDRiD_023,110,191,103.283582089552,190.38202247191,6.74478804507655,1
IDRiD_045,104,225,101.014925373134,230.831460674157,6.55107656207742,1
IDRiD_007,103,253,100.537313432836,247.011235955056,6.47534708831139,1
IDRiD_029,126,248,122.985074626866,253.662921348315,6.41548542222383,1
IDRiD_096,99,226,94.8059701492537,230.831460674157,6.39788235550476,1
IDRiD_093,90,247,86.6865671641791,252.404494382022,6.33935301768316,1
IDRiD_008,111,229,106.865671641791,233.52808988764,6.13157964997948,1
IDRiD_021,127,257,121.55223880597,254.38202247191,6.04416316496843,1
IDRiD_038,120,255,114.865671641791,257.797752808989,5.84711454224332,1
IDRiD_048,121,235,115.34328358209,236.224719101124,5.78777828785058,1
IDRiD_012,83,206,77.2537313432836,206.561797752809,5.77366609618385,1
IDRiD_019,117,229,114.865671641791,234.247191011236,5.66465983524609,1
IDRiD_078,115,268,110.44776119403,271.280898876404,5.61134347405082,1
IDRiD_086,85,202,81.7910447761194,206.561797752809,5.57740014401008,1
IDRiD_090,137,238,133.731343283582,233.52808988764,5.53914224251441,1
IDRiD_040,335,207,339.940298507463,204.584269662921,5.49930017405125,1
IDRiD_053,125,273,120.238805970149,270.561797752809,5.34918674081339,1
IDRiD_051,368,296,368.597014925373,300.943820224719,4.97973746651969,1
IDRiD_026,117,273,114.865671641791,277.393258426966,4.88426833279716,1
IDRiD_099,136,234,133.253731343284,237.483146067416,4.43557189794243,1
IDRiD_050,94,206,90.7462686567164,208.539325842697,4.12734095873517,1
IDRiD_001,80,258,77.7313432835821,261.213483146067,3.93360867741154,1
IDRiD_002,375,233,377.074626865672,230.112359550562,3.5556355264563,1
IDRiD_044,118,196,114.865671641791,197.213483146067,3.36103490057192,1
IDRiD_059,105,212,101.970149253731,210.696629213483,3.2982981902506,1
IDRiD_013,104,222,101.492537313433,220.044943820225,3.17956188658188,1
IDRiD_060,140,207,137.671641791045,205.303370786517,2.88093780516929,1
IDRiD_041,140,269,138.626865671642,270.561797752809,2.07959373541923,1
IDRiD_089,134,233,133.731343283582,234.247191011236,1.27579851457203,1
