ImageName,PredX,PredY,GT_X_512,GT_Y_512,Error_px,Success
IDRiD_072,418,261,216.955223880597,335.280898876404,214.328378762094,0
IDRiD_102,113,324,281.313432835821,313.707865168539,168.627814171824,0
IDRiD_061,155,211,258.029850746269,325.752808988764,154.218537522602,0
IDRiD_037,149,213,251.34328358209,320.359550561798,148.324714027013,0
IDRiD_095,141,225,221.850746268657,341.932584269663,142.1621343262,0
IDRiD_033,110,278,230.805970149254,270.561797752809,121.03474408769,0
IDRiD_067,165,220,209.791044776119,321.797752808989,111.21609671759,0
IDRiD_020,165,292,205.731343283582,331.14606741573,56.4929811552011,0
IDRiD_028,163,282,206.567164179104,250.426966292135,53.8047790825967,0
IDRiD_042,176,240,203.940298507463,284.76404494382,52.7681722292755,0
IDRiD_085,183,258,224.955223880597,288.719101123596,51.999076767888,0
IDRiD_022,196,223,238.805970149254,248.988764044944,50.0776091382423,0
IDRiD_101,169,293,199.880597014925,331.865168539326,49.6398287425372,0
IDRiD_036,179,254,202.985074626866,295.550561797753,47.9763795066404,0
IDRiD_004,157,251,186.507462686567,278.651685393258,40.4389176324849,0
IDRiD_021,276,286,240.119402985075,300.224719101124,38.5974076286652,1
IDRiD_068,230,278,252.65671641791,309.033707865169,38.424182785093,1
IDRiD_063,171,242,179.820895522388,279.370786516854,38.3977067375795,1
IDRiD_054,179,242,181.611940298507,277.393258426966,35.4895051275865,1
IDRiD_062,262,259,256.716417910448,226.157303370787,33.2649810096983,1
IDRiD_043,155,248,157.850746268657,215.370786516854,32.753508618421,1
IDRiD_070,166,254,184.716417910448,280.089887640449,32.1089790633369,1
IDRiD_019,262,261,258.029850746269,291.415730337079,30.6737467068304,1
IDRiD_014,248,314,249.074626865672,344.629213483146,30.6480593430736,1
IDRiD_065,174,268,159.641791044776,292.85393258427,28.703242487658,1
IDRiD_017,233,270,241.910447761194,295.550561797753,27.0596985845325,1
IDRiD_011,257,271,241.074626865672,292.85393258427,27.0409296967651,1
IDRiD_098,260,272,247.283582089552,294.831460674157,26.1339411683112,1
IDRiD_056,176,253,184.716417910448,277.393258426966,25.9038027685963,1
IDRiD_016,227,257,231.283582089552,231.550561797753,25.8074210320972,1
IDRiD_086,226,229,229.014925373134,253.662921348315,24.846518155241,1
IDRiD_083,168,243,182.925373134328,261.752808988764,23.9673654824222,1
IDRiD_096,251,256,256.238805970149,279.370786516854,23.9507567815556,1
IDRiD_094,257,277,251.34328358209,300.224719101124,23.903682100437,1
IDRiD_005,186,234,209.791044776119,235.505617977528,23.8386387412028,1
IDRiD_080,273,267,282.626865671642,288.719101123596,23.7570178321439,1
IDRiD_007,254,275,276.417910447761,270.561797752809,22.853016169224,1
